payTo,domains,n_resources,l30d_total_calls,l30d_implied_usd_volume
0x4a82f147c8a4339409c9097adc1eedfd56e85bfe,bizintel-api.hahavoid0.workers.dev;codepulse-api.hahavoid0.workers.dev;statepulse-api.hahavoid0.workers.dev,12,28,0.23
0x1f5f8474fa0dc1fde79187abd68ef8ea15adae34,chainsscope.duckdns.org;concordancehq.duckdns.org;strategysignals.duckdns.org;trustfetch.duckdns.org,8,11,0.23
0x962794fb8ad92941faf1ab446b9e30637b86f331,voice.forgemesh.io,10,93,0.23
0xe295b6641b32998537ae0f8e61babf729eaed6e5,anomaly.forgemesh.io,5,20,0.23
0x23f713411c30bbd9a989c9cbc22eb0b55f7f7334,api.chit402.com;api.xfuel.app,3,95,0.23
0x6a4921474848d3fa168ee7fa87222547acc4712f,horrorstoryapi.vercel.app,1,166,0.22
0x6302d9e6dbb22fec3c350551568bb39b4b35ad57,rentcast.x402.paysponge.com;screenshotone.x402.paysponge.com;tripadvisor.x402.paysponge.com;wolframalpha.x402.paysponge.com,14,20,0.22
0x65e02cb7fee27630bb7d1a3add02ef7aa2d21701,ads.forgemesh.io,4,24,0.22
0xcd3273893d1c8df15a4d6bc411aa3d25a60fdc60,human.twin3.ai,1,216,0.22
0x5a742afe0d29cc38b905d35773a7d11db0b8a2b2,api.micacheck.workers.dev,2,11,0.22
0xe126b3e5d052f1f575828f61feba4f4f2603652a,api.x402-hosting.com,3,3,0.22
0x07149eff93b303ae0f81f3facd0151040a8047de,api.agentnewsstand.com,5,16,0.22
0x7b177b724d6b02f69d9f25d9b91c63338c554dbf,signal.keelbase.io,1,7,0.21
0xf21df47097d3f49974704cd4f0dfc6a52fa2b334,visa.orizn.app,1,7,0.21
0x9cd3f0d8a73a9a87f752f09d220652dc7de398cc,manyfish-seller.redcliff-d7368db1.westus2.azurecontainerapps.io,13,29,0.21
0x1cfc6489bc9703a2a49715b8a746d8c6075f3a80,api.agentwork.run,5,5,0.21
0x54d6c2c08e10f1a1d3da88df513bbe9bcf1a4afa,api.munition.io,3,8,0.21
0xe602344ef3944497a72981e36066c62e7a99f599,energybilltoolkit.co.uk,17,21,0.21
0x701fd2fc3295ff2e98d986bd2032a966f54555f7,ccs-seller.bbrysonelite.workers.dev;lookups.alienprobe.ai,6,7,0.21
0xebd21df2f2a79fc629d0fac34c22d2b612335abb,api.aislabs.ai,4,13,0.21
0x2fec2abba84d6bfa9250de9f0d6fcb656375a6ee,x402.orthogonal.com,2,2,0.21
0xd7d49d6a12ee3852f29a52a40908069bf4e48914,x402uselessfacts.vercel.app,1,200,0.2
0xb8c578e039aa2c44dd3dec48e6875ba5763cd67f,coinflip402.vercel.app,1,203,0.2
0x1350a77befebbcc05f8e3a13cc6d4ad781c59d34,x402lifeadvice.vercel.app,1,199,0.2
0x7cf45cd775bdf31a5a96fa0a5805df0b610d87ff,intel.chainquery.com;x402.chainquery.com,8,27,0.2
0x506c3995cb7b9bb6ea4d2f95e1e43461b74c9aff,agentdataapi.onrender.com,4,18,0.2
0xaab91727a29827783bc42135fc56bff5bfb8911d,dwelldata.io,3,10,0.2
0x41adee1eba2c276be5e8cabe0ce523e4dd792170,fanfare.run,20,50,0.2
0xf69586f5e0e5b3b105a1937364d8b299877c9735,theartillerist.com,7,8,0.2
0x08e82839e1513023d115451babc0ff18eda8f925,x402.sleuthagent.ai,1,2,0.2
0x7c221925dd7494da6f5e2254043dc8d61273309c,api.compliapi.com,7,20,0.2
0xe791fb60a057c4923ef8fb819b4f7b310f502a0a,api.realedger.xyz,1,2,0.2
0x9a8d6b1bc202c4b2203bb05d6fe5a8232ceb6f85,merchant-production-c224.up.railway.app,2,4,0.2
0xae94cc8080c9dcaf97dda998f926ec52af968d61,mcp-x402-production.up.railway.app,2,4,0.2
0x43988aa17c017677a1508b5232aad038e482e638,cantu-radar-flow.base44.app,1,2,0.2
0x24facafeb49b4e3facf0b3e69604a2f4640c9bf2,agent.memoryapi.org;api.memoryapi.org;api.northeastdealintel.com;cron.memoryapi.org;econ.memoryapi.org;filing.memoryapi.org;market.memoryapi.org;monitor.memoryapi.org;predict.memoryapi.org,24,87,0.2
0x80aa1fa83f7b771bf2ab815da9ba1236b1b91e3f,www.watchevelive.com,4,4,0.2
0xf4d938200445b0df0f028af6d90d016147aed095,walcert.globalscoreagent.com,4,4,0.2
0x0de2990e12e1365541217a86b274c1b32f628acb,next-demo.smidgen.io;smidgen-demo.com,2,2,0.2
0xe5e33da1dc61445b1029873e5c12ce1bea8ed1d6,bytemine.pay.zeroclick.io,1,1,0.2
0x3fb1413adb2aadb1c84f34e762d9cacfd8b068c1,x402.orthogonal.com,24,55,0.2
0x6eeec6b06bd07b5a74784af5ffad5a65bbb1c4dd,sri-test.biz,1,1,0.2
0x2a0a7a70844877362e5ad1e33d5045a2fdd6678f,www.basehelper.fun,1,4,0.2
0x7971a809c18c918cad50cf004c190cbb6e1bf668,memegeneratorx402.vercel.app,1,189,0.19
0x88a4cdea106f18e919613a4eaed8efdb2183e9ea,ladyfortunalx402.vercel.app,1,192,0.19
0xbf0df63a4a47e5a72a976ece1d78aefeccc773a0,dicex402.vercel.app,1,191,0.19
0xe2433f056f953b7d4c946cffb1201d2e9601eabf,x402-hono-api.inraby.workers.dev,7,10,0.19
0x57a4ba72d5cf3f4fe01c65a23aa449522d063869,api.getemboss.ai,3,3,0.19
0x34bbc130ef911ca0f0d6c947b9553b808c0c70ae,payanagent.com;tenderdelta-preview.mooncakemonkey1.workers.dev,5,7,0.19
0x3a5635b24bb98899efed2957318a59c469729de9,signals.gitdealflow.com,1,1,0.19
0x374cfb844a5c702d637d72a5387fd9ef6b82108c,www.getbags.app,1,18,0.18
0x4ce88238f669d04351937420c931988e464a975a,ads.apitoll.cloud,2,6,0.18
0x879933456986877f5d87e6ee24d1e0ebd264f527,tools.miniframe.com.br,8,10,0.18
0x9acdadcec881a63508c0f2cd3a4ae61149cc2500,api.preflightstack.com;random.preflightstack.com;relay.preflightstack.com,3,15,0.18
0x154b1006435e5cfe2206e7777c1003f9438119b1,x402.blackswan.wtf,2,10,0.18
0x54ebfcf3870439b9db62381848c5dabc05c70d5b,x402.professorsausages.com,12,16,0.18
0x315708415764b7f2b783714ce82cf9c628e33fcf,agents.thirdmade.net;shelf.thirdmade.net,23,28,0.18
0xbd5eb5559f5ac14475ac0c81b6735a4d9106ce28,api.fairseal.io;x402.fairseal.io,4,24,0.18
0xe8799c2deda78ecceb329d1e8fe9f110bf55e4f8,agentbodega.store,6,13,0.17
0xf3b36a95913eb2676fcdedb2ba6b0c96ade58de1,goodsong.dev,8,30,0.17
0xaa7116cdda58286f4cda40c6f735762c22447104,api.statemind.ai,5,6,0.17
0x6013d764502369012df405a21c7dcbb6efd1507b,x402.orthogonal.com,15,17,0.17
0x7437a817450ba32d22ebe8d2ac71611666999b8e,quokkapix.com,1,16,0.16
0x3bf4f4914f78c3c2b2f2801f8ea717135b7d3bdf,preppers-paradise.com,1,16,0.16
0x82b17d0bb4de9ae6c3491257b60e8245e70acd7b,regimeshift.xyz,4,156,0.16
0x161dbdd73d025e9aedd4918a67c28e5bf9a87fb9,api.babyblueviper.com,2,6,0.16
0x57407d691f755caa107647718f3582a8a87467dd,attester.dev,4,6,0.16
0x42f72c0a340a4a55c082fe42483e87691d2bff64,ephemeris.561.group,1,4,0.16
0xd5f8481d8f25d3966d2010dbf9b47ffbdf745a9e,x402.asterpay.io,5,19,0.16
0x77f3c9bcb898ad1d30e9a336e2cc3108d88d6c09,img402.dev,1,16,0.16
0xeee2f90421582914e919d5656381b1ff873a8f47,task-profit-api.62.238.55.212.sslip.io,1,8,0.16
0x2bcfa4f7e1fa5e96934846a7dea623398ed7f752,alphapipeline-eu.onrender.com,6,11,0.16
0x65003c15622f8fbecfa60805777f9c5ae8fb77fc,agent-id-x402-production.up.railway.app;defi.agent-layer.tech,3,8,0.16
0x11a5a9ee3fffd4d8cbb2b3c5e02acaa268486b67,sports-predictor-api.fly.dev,1,8,0.16
0x45ac00db8bdd4b837abbbf75888cbdfe6b6d8943,x402.creative-tim.com,1,16,0.16
0x5c6b3a3dae296d3cef50fef96afc73410959a6db,api.octodamus.com,5,11,0.16
0xf1eb97ddddeb0257548bc14d35f981b10f8c3fa3,obagents.vercel.app,1,16,0.16
0x37c3f0af05956f0c2dbc65626d620930f6488be7,agents.bytemine.ai,1,16,0.16
0xcd6b6d99b7751ff30b68fa1365488eb73fa7cefa,booaip.vercel.app;rh-chain-intel.vercel.app;sol-meme-intel.vercel.app,7,19,0.16
0xa136b6919a7b3c45c2c793b069ce6e3441aec32a,x402.orthogonal.com,5,5,0.16
0xcc69d619e6053f88a4845066518f465bd06fc96c,evm-gas.apitoll.cloud;gas.apitoll.cloud;news.apitoll.cloud,3,149,0.15
0x21e16f1bc3aa847236354c8193d0cb21cf412efa,vedetta.dethboy.com,4,15,0.15
0x8145671ca13d8b97b22238fb903d14e36e720428,app.distro.media,1,3,0.15
0x9200c98c8188ef50302ed3b8b0ffd5d39832090c,bazaar-gateway.vercel.app,10,59,0.15
0x9baa4417d1e78f2ed5b09aa4abfb541aeb2cd6ed,rest.coincap.io,11,23,0.15
0x790fe337b89900028e16fe63cc087112f7a2ba49,parallax402.com,4,6,0.15
0xfd690be940b7115d4fdd2fa2df8b2dc0d1a396b9,tizona-outpost.venusberg.workers.dev,3,13,0.15
0x6648dcc60b98fb45113b7273403e98ca3ea5e2a1,agent.atinamos.co.uk,2,2,0.15
0xf59621fc406d266e18f314ae18ef0a33b8401004,ticks.bnm.farm,1,3,0.15
0x5765ae06a52dc7a0bb71c36a11db512c7ea9ed10,api.greyridgesignals.ai;x402-data-api.sigrunner.workers.dev,26,54,0.15
0xbecc987508adf6696a3254bed485cc2d9493c8ad,x402.deepsearch.com,1,3,0.15
0xbda48b29607b9dc66ef7e38b68ad53f2b17efb23,agent-economy-signal-x402-mainnet.bronzetti-andrea.workers.dev,1,3,0.15
0x4261701a4ddf4625ebfa80ceefb5b3b2b5453b2e,proxy.suverse.io,1,153,0.15
0x519671b571ae670813b369642a31fe8765827328,ledgerproofhq.io,1,3,0.15
0xc0ccf68a8e61a4d25eecfcacd486e673e900de0a,openwebninja-x402.vercel.app;stableninja.dev,7,15,0.15
0x32fb20b949bf1606f01d344601571b5c56d07ed0,supplier-risk-api-production.up.railway.app,1,1,0.15
0xb5f08f2db7baa682f308baa02cf0edb35aca336a,randomfactsx402.vercel.app,1,137,0.14
0x1e21dba6eeb902343e4128a1957eafb8cdf36f39,cars2026.vercel.app,1,126,0.14
0xa55b06462a2e48661badf22f5841f95ae654b716,hyperliquid-predict.use.x402atlas.com,2,21,0.14
0x5bcda55247b238a573a968b234f788a2d35664dd,eltociear-contract-guard.hf.space;eltociear-skill-audit.hf.space;eltociear-tokenguard.hf.space,7,11,0.14
0x08d5e62d48131673e0832d1a83cf738523629a04,api.webscan-ai.online,2,2,0.14
0xb810b599bc730aa85800babe7f5d160524322c86,x402tap.com,20,53,0.14
0xca03fb4b1d2f66f5a83a5ca91021b874ac4a34a3,merchant-audit.clankerceo.workers.dev;multichain-rpc.clankerceo.workers.dev,10,30,0.14
0x11efa031d56316bd63720d172f9d5c1448e9a21f,poolproof.ru,6,15,0.14
0x16be07aec4d16e8ec9039d16e7049ee47834acd7,licenses.recordsforagents.com;recalls.recordsforagents.com,3,14,0.14
0xba667287b8ef89565f8fd7acd4d22ce98e0f39cd,402timezones.vercel.app,1,133,0.13
0x7f394b1e127cbcea346979e552a4227328385b3d,x402donghang.duckdns.org,4,56,0.13
0xdc59fa7b64988b846e76ec9849bb68f889071506,api.jarvisclaw.ai,8,50,0.13
0x0adc7adac7bbaffffbd73505711e42378c4f9f9e,toolshed.lemon-agent.dev,19,37,0.13
0xd32714cc95753d5cd50f56570e98c9d87e7c6dfe,srv1553682.hstgr.cloud,10,20,0.13
0xdb6f694ae695c632c82677a50593b46137808453,kairostamp.com,10,20,0.13
0x1f0409ccd20a2fb497d4decef4e17e9d0688fea6,afriref.dev;asiaref.dev;ausref.dev;euroref.dev;latamref.dev;mearef.dev;usaref.dev,7,17,0.13
0x6aa5b9143ea525824fefd7d157bc21005d07a638,x402.orthogonal.com,1,1,0.13
0x5a78ace5dd133316c8aaf7e156fbfc57e1209cf9,hypernatt.com,2,115,0.12
0x10333d09dd1f5ebd8b8bd83f74a9d99c7b88129f,76.13.79.47.nip.io,3,118,0.12
0xeb12bb2f52eed33dba6a00774e48324032fd87c6,fiatdock.com,10,22,0.12
0x6ea81be98bc360fb2291a3cd1b2d598c1cc1dd66,conch402.dylan-caponi.workers.dev,1,12,0.12
0xefabaae57e9aacab865dccce024053fcb9b0072e,rugsense.xyz,1,4,0.12
0xbad1aa224bfe4feb460e12b2553dcdf98a7098d0,mechamanda.com;x402-tools.vercel.app,2,12,0.12
0xb836a641dae76424861f7f1fcb37c1295e44e329,capable-grace-production-ab1c.up.railway.app;x402.naiko.io,5,14,0.12
0x9cc774a8ed49d89cba1a288f4a050b8f7fba77ee,x402-echo-service.onrender.com,14,124,0.12
0x3dcefd14f76fd76d36bec7c271ff28d1bdb9989d,acoda.xyz,2,3,0.12
0x0efaf4ae4f5c6ff674fc64e7eba1b6fe83b6159b,node-starter--maxujon18.replit.app,1,6,0.12
0x25e8245f07d5e4873987293dad666afbe56a9608,foundry-csv-drift-evidence-mainnet.inference-chip-index.workers.dev;foundry-csv-pipeline-integrity-mainnet.inference-chip-index.workers.dev;foundry-open-scholarly-evidence-mainnet.inference-chip-index,5,7,0.12
0x8d32c6a3ee3fb8a8b4c5378f7c5a26cc320a853f,x402.fiasignals.com,1,4,0.12
0x658dc531a7fe637f7ba31c3ddd4c9bf8a27c81e5,agent-proxy.alchemy.com,1,6,0.12
0x0cc2cdc0eb992860d6c2a216b1dc0895fd2df82f,staging.toolkit.dev,2,4,0.12
0x7d7ce550251fd81457bfe9afb40c800c2cd50a73,proxy.suverse.io,1,2,0.12
0xbe44f1397349bb9bbe97f7c404cce8dc0a09d283,x402.orthogonal.com,3,6,0.12
0xd727082fe03a798c667366b9467b1cf5964bbe54,jeonjang.kr,1,1,0.12
0xb86f95ef5fa904318ea9df3b59adce099b478fc4,keyronne.com;payanagent.com,15,39,0.11
0x624faf18c78456c8da5bf156cd77c1a2033f21c5,jmt-x402-proxy.jmthomasofficial.workers.dev;x402.jmthomasofficial.com,4,31,0.11
0x82096bf08d81c14c678e915a04fcf150958ee571,perpsignals.use.x402atlas.com,3,16,0.11
0xd275612bf0bb35638432c4d95eaa8d5d22346ca6,api.node4all.com,3,11,0.11
0x0d4ee4e945601865e3a5bc5a188e4a9cf23c00d5,api.commodities.sh,1,11,0.11
0x455f20ec147477cafcd6d77c1604529f3c4ff665,scrapecheck.fly.dev,6,23,0.11
0xa18e34607479b706123ca5e1831f24d2ecece4c6,contextslim.friczero.com;cryptoops.friczero.com,3,8,0.11
0x7006853650cf5d2fb1bbf0416aadf365c08c6d44,api.snapfix.media,1,22,0.11
0x32e293a7fa946331b3ecd013cf0461bf32c99a9d,wailand.tailf99551.ts.net,2,2,0.11
0x33236133bece789d551d0b5c4f9a50095d4b57d3,api.fetchx402.com,7,15,0.11
0xe6814e0172c9f15f2ba2e09fe9d9f3751fa38b75,stabletickets.dev,1,11,0.11
0x01b34d04b658990fd1f22cc4dddeaba10349b1c4,dev.gavedu.com,3,4,0.11
0xe3badbd4f38214b9eae528a1a5398f6678f63fb3,mizan-bazar.higgsfield.app,2,2,0.11
0x820d61a720963fab63ab6e0aef4d1779eb42f6bb,api.dexl.io;squealing-puzzle-singular.ngrok-free.dev,9,33,0.11
0xc29185fa176357612f3194735753e520e91adc46,squeezeos-api.onrender.com,14,34,0.11
0xee1c101a65605a235f0c4f6c8b83a176369f899f,robotinsight.kr,1,1,0.11
0xc529edd6d47c60923902514c7c0b3993ae42c2ec,api.justaname.id,2,23,0.1
0x7f8043c400799643bcb62b41b84b297a8ecb7b9c,headers.use.x402atlas.com,1,10,0.1
0x737426d3ed53930b889b3f61774669a0fdf3be54,x402.fenixfoundry.com,3,14,0.1
0x40e5a6647803c2dd686049dcdc5f9c34817d7a7f,mimirapi.com;mysticapi.com,2,12,0.1
0x2a373cb1ebb8907a95626c0b0aef47f575a0ab87,xl402.agentsats.org,1,5,0.1
0x332dbf15a8bcca8eeb4390b380202360f4f45401,token-risk.com,2,10,0.1
0x5171c72a59b994a80097b6ab52d4a4fcb8bf4c1b,hermesplant.com,2,6,0.1
0xdfc32f8cb9d893dfb9692143a4552b9ddd352e08,defi-ops-402.vercel.app,1,5,0.1
0xc1fe5ce97fb6038527d9660cf290b716a264e874,api.trustsource.cc,3,50,0.1
0x75113dcf8ce34f0338440d40270e420f8c1762b8,action402.vercel.app,1,35,0.1
0x5770e66181984aa8510777790016b64aeda4f8b2,search.reversesandbox.com,2,49,0.1
0x072f3a2bd93bb75b1eb84a9e45d17a4f90a6d801,md.fastdb.in,4,27,0.1
0x1e84f1f4e83ddfc91f8d5298b0cf49da34d041a6,raptor-base-yields.vercel.app,2,10,0.1
0x9d305938253c491f7259d437eff064418b3fdfa0,x402-gateway.ai,4,13,0.1
0x79cac46e1e9d7c0d5c0cb9432b4e2b18cb347ffb,secondlook.edgecasesystems.workers.dev,1,2,0.1
0xdca14e2b0f7995fe9263d77a9e7dcd128d1e6dd7,api.myco2suite.io,8,20,0.1
0x159be9e316bc5fac8ce05aec4eaae46e8f8a4908,api.botpay.network,1,1,0.1
0x8520b3693a2cf3c2bea3a505af3a9c1b093954c7,www.hoodgrow.com,2,2,0.1
0xeb054e6f593425d0acfa0b77356e47af1a62039a,www.getnock.xyz,1,2,0.1
0xa8774facfd3da2ea11f240c977b9973d78adfcfe,disruption.forgemesh.io,3,10,0.1
0x20992371f85e235d4bfba2fca1148d09c87a1368,nostrpulse.xyz,2,5,0.1
0x283d48a121a36789853fa727af985608cfa46636,api.x402passport.xyz,1,2,0.1
0xf058d8a375343daa6967adf3ac6d425f3c9c8dfc,witnessd.vip,1,5,0.1
0x4551e7af6c65ce6e4b37be50217b4276b1331909,x402-scalogy-production.up.railway.app,1,5,0.1
0x841ef35b7b7ee4c820bff040369a8ade4741b45d,hexscan.xyz,2,3,0.1
0x6382e6929a20b7eb02bdacfb5368362984b24c15,jurat.dev;verza.dev;zaref.dev,7,18,0.1
0x0750a9e669c37fe1a1847e4b8f9e16f07c16162f,x402.coinstats.app,16,62,0.1
0x899be41c39d88c97c264f91a95784707341047ec,genesis.palsus2023.workers.dev;payanagent.com,13,22,0.1
0x3a438b911b8e2995a9c855578f95b2889752498f,agent-contract-proof.mattskowronis.workers.dev;web-access-gateway.mattskowronis.workers.dev,8,9,0.1
0xe28cd838be6bdade252dfa7e25d7fb864c2c18cd,music.jamesbpollack.com,1,2,0.1
0x8c95dbb340cee1768270df7124afb24ebc5dc310,masterclaw.dev,1,2,0.1
0x054469c7ed9560706148a37e75017fa9e08b3980,rekt-ceo-brandification.onrender.com,1,1,0.1
0x17cd53c04d707ef0dd615ef56c633f02915a7905,keyring-agent.blockchhub.link,2,2,0.1
0xb178867de06b34524b528bf79ec98396df8bdac9,syri.rfsrisk.ai,1,1,0.1
0x7d9c21acb6be3f6ea4723c148a32dc327a3ecb5b,pay.edge-agents.ai,1,1,0.1
0xf17daf563756ef8e82151e708c202b521697c37b,mooch.agency,1,1,0.1
0x20fb0619b6d23f8463d41c938fc92115cc89406e,dlf-gateway.agentlabel.workers.dev,1,1,0.1
0x27e2a542b4445fc03e8f0c70813615a3174593d4,clearcut.agentic.clawca.sh,1,1,0.1
0xbf4e26329fe87a5e6baf22df0659f809104d6c60,bizfission.com,1,1,0.1
0x76e8778a3122dbf4f78288bc3545ce305f3b96dd,www.tryskopos.xyz,1,2,0.1
0x5a10b3e835cded940b9c0bd39a2bc2e5a5f2d068,api.ledgercore.io,1,1,0.1
0xbc64b379295310b4e020f9186de44be0ca4fe3b0,finance.toon.haus;finance.toonhaus.dev,14,50,0.1
0xd0f5d2e48e67a265174593ace2cd540337c1564a,airscout.scalpstream.com;recallscout.scalpstream.com,2,10,0.1
0x0cd2f6d5de479215c490cebc1c5d296c2a17588a,global-alpha-flow-oracle.vercel.app,1,2,0.1
0xefc22716066c1092b12d12ca9377f00ba2ffa7a8,mercator-entity-evidence.fly.dev,1,1,0.1
0xa05b83c9a2228b1f4e32952a71e5b189df4f3973,pulse-api-production-7aae.up.railway.app,1,1,0.1
0x810f6d61f7606deee2657d3083e150a222bc29c5,anicca-x402-discovery-production.up.railway.app,1,1,0.1
0x57210b95ecbfd6f2ee74d77830228b48d1878867,api.auor.io,2,3,0.1
0x67cd43fcfce8ab2d6477a1f6bf8dff67aa5e86e1,x402.orth.sh;x402.orthogonal.com,6,6,0.1
0xea1bf2a0b45ed328a52a4aa3744669f6ae525866,gateway.grapevine.fyi,1,2,0.1
0x99935f281d3ed1e804bf1413b76e0b03e1fed4f9,gateway.grapevine.fyi,1,2,0.1
0x89764c3ded721c29999a237cf935a34e1c8edf97,nittarab.dev,1,2,0.1
0x18b9fd16aa724e8d214ecce525d16ceb3cfb3e87,app.wellnizz.com,3,14,0.09
0x8a897d546c22d726b45fa25f0ebb56207e63ff4e,x402-mcp.onrender.com,1,9,0.09
0x11f591c3496c0632e7b173184f5bc71dc941125d,tooloracle.io,2,7,0.09
0x4293f75e69b22ee68afa0f464de86e5cd80bed75,entropy.rip,3,10,0.09
0x8a598a28a435fe44d31854251b1c88d0781ea822,api.reloadpi.com,12,60,0.09
0x03d773c52b67993e60ecb3134b17436fe03b584c,the-stall.intuitek.ai,1,9,0.09
0xf6705e3da2d2f98afd3944e4a6b0d6ca931e576a,api.phoneagent.xyz,2,9,0.09
0x5d4ecba4458c49b6f92fd5384686f0caf0c3080b,dataforagents.net,2,3,0.09
0x60c4499870f115664d7ffd8411b023dbef3377d9,cashflow.genesisconductor.io;x402-paid-service.iholt.workers.dev,3,5,0.09
0x2586231a0ec268062f7ef79a290054cfd4c64aaa,byfaro.ai,4,5,0.09
0xdd666cdcf2bccff8d1c8161ed24ff26c0ed429b9,21millionpixels.art,2,11,0.09
0x6c9dc2a3e7c493524b98fa90bc2c5250b261d5d3,x402.browserbase.com,1,9,0.09
0xd9f3261c9fea20a99d0708815010280c549e8ebf,stableproduct.dev,3,9,0.09
0x153aa87807d8f6deb65bd53b137cee7ad2daccdb,paddock.finance,3,9,0.09
0x0b53378117e82b50afba71d794a21c22c7e36d2c,pennyrail.vercel.app,9,9,0.09
0x61195a8af1f72350d85790f6edfd5d11d1fa02db,api-macro-br-production.up.railway.app,6,6,0.09
0x33693228b706cb30f4b4dbf35f79129a763f91c5,livecheck.fly.dev,1,9,0.09
0x8e4a08ac4a195fa8bfd9d4573d4859a9c9882145,x402.orthogonal.com,4,4,0.09
0xb708af3bce13517357e498f8ffd277de93db9ef5,xmedia.use.x402atlas.com,1,16,0.08
0xbfcc51bfcc0ef326f0f78682ebe3327783ea3208,moltmarket.store,1,4,0.08
0x1e15e64e815473385b571deec7bce4f0cc262817,seoul-weather-402.fly.dev,2,8,0.08
0x9a4fb84633c690e422c33491d1fcc319849e6bb0,api.certaindata.ai,7,9,0.08
0x4dbd0d9be6171c212617b8adc4d35152f9f23115,api.businesschanges.dev,2,2,0.08
0xa980cc5c3c8031badb6d3434908311effdfa4d7e,agent.gexlog.com,1,8,0.08
0xe2520f1497ee47645072a6214304807bc3340d58,signals.edge.report,12,55,0.08
0x7904e8de283960f4176c44690f34af7da47dc75c,verify.clearsigned.com,1,8,0.08
0x71af31f146f86cae2ada3ea0d958a733493242be,x402-watcher-api-main.jpgame-intel.workers.dev,1,4,0.08
0x15459498e1191d8787c83177809bd54022fa18c4,workbot1.oddsys.org,9,15,0.08
0x8ee7c76fcb175dd0f9e7fc240f6828ecb226e90c,x402.orthogonal.com,4,5,0.08
0x0300e73759b357ceee5a248d1801ecb8abf7a1d4,api.nativebtc.org,2,14,0.07
0xb3cc1566b213dc97f6aac5984e849df2f2391772,dokimo.augaster.com,1,7,0.07
0xc1dab3c368f8b6595c49df67f4a17225e0ceb785,zoningverdict.com,1,7,0.07
0x8d64a4834e262d96d1264e8900b5a4f1405b8982,gdelt.use.x402atlas.com,2,7,0.07
0xefc3f6ba8a706af67162ebab84fc2d09fa73360e,api.basefeed.io;basefeed-io.fly.dev,4,22,0.07
0xf786a555be87c6d3b316c976b643c70326565f3f,quantum-artificer.surewhynot.app,5,13,0.07
0xd8ca10c55296bd8ca1dd409ea2f0fa72fb0c643f,vu.velvetdao.xyz,1,7,0.07
0x17cf15d61026b4cdd26cff6042f8e7d2e0ca5e8d,api.agentinternetruntime.com,1,7,0.07
0xf80f9479ad1d2601ee347d55b5b1f6b27071267f,api-dev.agents.skillfulai.io,1,7,0.07
0x9d0bb5da24cade855dee8d1231a1c416e0bb2ffe,penny402.fun,10,28,0.07
0x6e06db2c43c5fecceb7bd8fc7a560c4264e5c085,api.trixielasagne.com;trixielasagne-api.purplewater-b02e2643.eastus.azurecontainerapps.io,6,7,0.07
0x6121654d3fd4c8b42a90d30472e4d40927c3e6bb,trust-agent.io,8,10,0.07
0xbd6e4e1741d3c3e9e0391361743d07e95f439255,api.obeliskapp.io,1,7,0.07
0x192bc0678bb69bf14550c6fd882d9b4cb0b35b6c,error404.life,1,7,0.07
0x58e632fa698383820ffc22156352c9836790e2c0,agentcrush.xyz,3,8,0.07
0x338d8649efa45b940d6656030faa58d9d01e6983,polymarket-signal-api.pwnker-polymarket-signals.workers.dev,2,7,0.07
0x1ddf747975c4ebeaf48e14a5110f7eab6b0807f2,trusted-x402.compose.land,1,7,0.07
0xd13bd0a4120ba301125290e5cc0c7efd4cb40a55,api.ibanforge.com,5,16,0.07
0x5be6c12339eaf5eb18db8012f54955a2250bd3d9,opportunity-api-production.up.railway.app,3,11,0.07
0x30a535132ea7573fd339b30fee8b677e0ec947e0,api.borisinc.com;payanagent.com,4,23,0.07
0x124f620b4f3b53559cd9148c9b1b2773ca104478,stablecrypto.dev,4,7,0.07
0x7677a0ec93c75b540dada06e9f1952c950ee2dbb,api.signalfuse.co;signal-engine-production-d88d.up.railway.app,6,70,0.07
0x9173fc7aca730ae34838f08dfe85d4a608f38c38,api.signalfuse.co;signal-engine-production-d88d.up.railway.app,7,74,0.07
0xe341add833f9d62082e97ea260baa6546cd09f73,api-dev-v2.ixs.finance;api-v2.ixs.finance;api.aidress.ai,3,59,0.06
0xc1793b8aa0d25193117ef025f145994e1c02011f,api.n0brains.com,3,21,0.06
0x435afac555fe115f18e657e49960063c12c6aed0,x402.charliemorrison.dev,3,27,0.06
0x649006bc937e7a60f98e49455d0fe3425321a3b0,brasil-dados-api.onrender.com,4,15,0.06
0x492ec81ecf395fbea2f19fece203ee14d0544b71,unwrap.use.x402atlas.com,1,7,0.06
0x60675cc0da2131dfd2e8b887ebf8356b2cbd701e,madoromi.fun,1,6,0.06
0xd7fe185ddaa9664c9211ec1ccdac073ef79215bf,ssl.use.x402atlas.com,1,6,0.06
0xe8e26183736d796d401df30810207465fa708959,chain-analyzer.com,1,6,0.06
0xda2f35d283c42dd60b965322394bc658a5c1769f,app.heinrichstech.com,7,31,0.06
0x67ac1e671e87b2c91847230748ed38a596013ea6,api.agentfeeds.jp,10,33,0.06
0x995c0abdcd2ad76548e5f7deb54d32549b2b781f,api.predictionmarketdata.io,8,49,0.06
0x7586b801b79a85fb9898b2017b786f7800bba691,flint.network,2,6,0.06
0xabe512e06dddc82581d2e5a19ab594e778490441,gateway.stride20k.com,2,2,0.06
0x058e31392d8d2417d100243c2a0323667e594023,brdata.thomenz.me,3,3,0.06
0x46ba634261566cf242c853d1f49511f9268ba674,api.seneschal.space,13,58,0.06
